Data loaded: size=10000, dim=784
RowNUM:2381,ZeroNum:784
RowNUM:2382,ZeroNum:784
RowNUM:2383,ZeroNum:784
RowNUM:2384,ZeroNum:784
RowNUM:2385,ZeroNum:784
RowNUM:2386,ZeroNum:784
RowNUM:2387,ZeroNum:784
RowNUM:2388,ZeroNum:784
RowNUM:2389,ZeroNum:784
RowNUM:2390,ZeroNum:784
RowNUM:2391,ZeroNum:784
RowNUM:2392,ZeroNum:784
RowNUM:2393,ZeroNum:784
RowNUM:2394,ZeroNum:784
RowNUM:2395,ZeroNum:784
RowNUM:2396,ZeroNum:784
RowNUM:2397,ZeroNum:784
RowNUM:2398,ZeroNum:784
RowNUM:2399,ZeroNum:784
RowNUM:2400,ZeroNum:784
RowNUM:2401,ZeroNum:784
RowNUM:2402,ZeroNum:784
RowNUM:2403,ZeroNum:784
RowNUM:2404,ZeroNum:784
RowNUM:2405,ZeroNum:784
RowNUM:2406,ZeroNum:784
RowNUM:2407,ZeroNum:784
RowNUM:2408,ZeroNum:784
RowNUM:2409,ZeroNum:784
RowNUM:2410,ZeroNum:784
RowNUM:2411,ZeroNum:784
RowNUM:2412,ZeroNum:784
RowNUM:2413,ZeroNum:784
RowNUM:2414,ZeroNum:784
RowNUM:2415,ZeroNum:784
RowNUM:2416,ZeroNum:784
RowNUM:2417,ZeroNum:784
RowNUM:2418,ZeroNum:784
RowNUM:2419,ZeroNum:784
RowNUM:2420,ZeroNum:784
RowNUM:2421,ZeroNum:784
RowNUM:2422,ZeroNum:784
RowNUM:2423,ZeroNum:784
RowNUM:2424,ZeroNum:784
RowNUM:2425,ZeroNum:784
RowNUM:2426,ZeroNum:784
RowNUM:2427,ZeroNum:784
RowNUM:2428,ZeroNum:784
RowNUM:2429,ZeroNum:784
RowNUM:2430,ZeroNum:784
RowNUM:2431,ZeroNum:784
RowNUM:2432,ZeroNum:784
RowNUM:2433,ZeroNum:784
RowNUM:2434,ZeroNum:784
RowNUM:2435,ZeroNum:784
RowNUM:2436,ZeroNum:784
RowNUM:2437,ZeroNum:784
RowNUM:2438,ZeroNum:784
RowNUM:2439,ZeroNum:784
RowNUM:2440,ZeroNum:784
RowNUM:2441,ZeroNum:784
RowNUM:2442,ZeroNum:784
RowNUM:2443,ZeroNum:784
RowNUM:2444,ZeroNum:784
RowNUM:2445,ZeroNum:784
RowNUM:2446,ZeroNum:784
RowNUM:2447,ZeroNum:784
RowNUM:2448,ZeroNum:784
RowNUM:2449,ZeroNum:784
RowNUM:2450,ZeroNum:784
RowNUM:2451,ZeroNum:784
RowNUM:2452,ZeroNum:784
RowNUM:2453,ZeroNum:784
RowNUM:2454,ZeroNum:784
RowNUM:2455,ZeroNum:784
RowNUM:2456,ZeroNum:784
RowNUM:2457,ZeroNum:784
RowNUM:2458,ZeroNum:784
RowNUM:2459,ZeroNum:784
RowNUM:2460,ZeroNum:784
RowNUM:2461,ZeroNum:784
RowNUM:2462,ZeroNum:784
RowNUM:2463,ZeroNum:784
RowNUM:2464,ZeroNum:784
RowNUM:2465,ZeroNum:784
RowNUM:2466,ZeroNum:784
RowNUM:2467,ZeroNum:784
RowNUM:2468,ZeroNum:784
RowNUM:2469,ZeroNum:784
RowNUM:2470,ZeroNum:784
RowNUM:2471,ZeroNum:784
RowNUM:2472,ZeroNum:784
RowNUM:2473,ZeroNum:784
RowNUM:2474,ZeroNum:784
RowNUM:2475,ZeroNum:784
RowNUM:2476,ZeroNum:784
RowNUM:2477,ZeroNum:784
RowNUM:2478,ZeroNum:784
RowNUM:2479,ZeroNum:784
RowNUM:2480,ZeroNum:784
RowNUM:2481,ZeroNum:784
RowNUM:2482,ZeroNum:784
RowNUM:2483,ZeroNum:784
RowNUM:2484,ZeroNum:784
RowNUM:2485,ZeroNum:784
RowNUM:2486,ZeroNum:784
RowNUM:2487,ZeroNum:784
RowNUM:2488,ZeroNum:784
RowNUM:2489,ZeroNum:784
RowNUM:2490,ZeroNum:784
RowNUM:2491,ZeroNum:784
RowNUM:2492,ZeroNum:784
RowNUM:2493,ZeroNum:784
RowNUM:2494,ZeroNum:784
RowNUM:2495,ZeroNum:784
RowNUM:2496,ZeroNum:784
RowNUM:2497,ZeroNum:784
RowNUM:2498,ZeroNum:784
RowNUM:2499,ZeroNum:784
